"(37.778008,-122.431272),"
"(28.225896,-16.617658),"
"(16.760572,106.924508),"
"(61.356908,9.680372),"
"(39.620308,19.921573),"
"(4.142,-73.62664),"
"(37.478453,127.143411),"
"(24.734319,81.334404),"
"(51.196755,9.62743),"
"(21.576814,96.06596),"
"(7.18646,-64.568705),"
"(-5.695438,143.910495),"
"(53.410905,59.058992),"
"(-5.695438,143.910495),"
"(-14.84051,-64.903129),"
"(12.6,37.46667),"
"(27.6221,85.54281),"
"(38.57873,-121.466786),"
"(21.732568,105.396672),"
"(40.429913,-3.669245),"
"(10.841424,104.277499),"
"(43.426364,39.924876),"
"(52.585574,-2.122212),"
"(56.243604,51.149119),"
"(-34.587597,-70.989859),"
"(58.41028,-134.75583),"
"(37.988579,23.728541),"
"(-15.388977,166.885687),"
"(45.800169,3.78578),"
"(40.916778,16.254425),"
"(21.732568,105.396672),"
"(42.270149,24.805893),"
"(36.814831,-87.156352),"
"(55.741469,37.615561),"
"(44.95304,-93.09013),"
"(28.462493,-16.261104),"
"(26.42231,29.227089),"
"(33.673182,-78.923671),"
"(58.33747,-112.384858),"
"(33.6007,73.0679),"
"(46.065746,-118.332706),"
"(41.821842,-87.671697),"
"(42.398649,-83.164515),"
"(41.87897,-87.66063),"
"(15.12022,105.79898),"
"(39.927112,-89.06305),"
"(61.356908,9.680372),"
"(25.312897,-80.937293),"
"(18.413528,-66.061559),"
"(53.546218,-113.490371),"
"(52.59431,-1.461208),"
"(57.987702,56.243633),"
"(12.00012,8.51672),"
"(35.672186,-83.756306),"
"(14.0818,-87.20681),"
"(35.303296,33.205795),"
"(60.8748,-162.526726),"
"(35.488426,-96.686522),"
"(29.702967,-91.199164),"
"(8.826509,-82.445606),"
"(26.42231,29.227089),"
"(43.204898,-72.804887),"
"(59.911039,30.340232),"
"(50.42675,80.26669),"
"(53.439846,14.54859),"
"(53.439846,14.54859),"
"(-3.365251,135.501765),"
"(55.741469,37.615561),"
"(32.653916,-16.936092),"
"(47.228973,-1.554004),"
"(19.43535,102.560667),"
"(17.455891,78.402807),"


"(47.455714,7.639193),"
"(37.3816,-122.025875),"
"(36.531544,-119.586168),"
"(34.159326,66.51551),"
"(41.557574,-90.606945),"
"(45.46798,-69.581053),"
"(64.724809,-153.629618),"
"(52.049608,113.460101),"
"(11.14049,105.832197),"
"(48.424607,-68.559021),"
"(28.709498,77.184029),"
"(-2.527392,-44.277191),"
"(49.029407,2.463413),"
"(-22.935024,-43.518246),"
"(20.647833,-105.217206),"
"(31.95522,35.94503),"
"(48.859116,2.331839),"
"(-17.53333,-149.56667),"
"(38.635957,-90.239861),"
"(21.40572,-157.789396),"
"(42.36735,-71.023088),"
"(55.356304,-131.683165),"
"(55.435728,37.764446),"
"(40.09095,-3.464618),"
"(19.251299,-72.294701),"
"(40.37767,49.89201),"
"(5.257883,-72.252521),"
"(4.60971,-74.08175),"
"(40.144913,-2.689782),"
"(33.806124,-118.164175),"
"(41.589885,-87.346786),"
"(55.079157,-162.296086),"
"(37.809195,-82.803049),"

"(31.734234,-93.156414),"
"(41.317965,-120.11351),"
"(40.802759,-96.663162),"
"(34.755883,-92.640559),"
"(-4.300519,-55.966045),"
"(56.858724,60.609505),"
"(63.240523,154.925431),"
"(-4.254161,-55.992342),"
"(-20.28715,-50.926807),"
"(64.779262,-18.673522),"
"(34.120301,-117.772902),"
"(4.142,-73.62664),"
"(35.128683,-106.579128),"
"(42.355492,-71.048611),"
"(15.008864,108.644286),"
"(55.741469,37.615561),"
"(53.526409,-63.980679),"
"(64.724809,-153.629618),"
"(54.700902,25.251531),"
"(41.878243,12.52809),"
"(39.191103,-96.598473),"
"(-4.57722,-81.27194),"
"(37.478453,127.143411),"
"(35.57845,-5.36837),"
"(42.695403,23.272317),"
"(-29.849386,31.03366),"
"(45.059405,7.652514),"
"(-16.640652,-64.661928),"
"(40.329353,-78.918387),"
"(63.314401,93.884016),"
"(3.420497,-73.166783),"
"(-16.5,-68.15),"
"(3.420497,-73.166783),"
"(47.535649,41.012116),"
"(45.821036,-120.819375),"
"(38.41273,27.13838),"
"(35.325693,-105.438325),"
"(47.537505,-95.986876),"
"(-14.280733,-170.686),"
"(21.40572,-157.789396),"
"(35.488225,24.073729),"

"(39.319732,-76.649533),"
"(-16.640652,-64.661928),"
"(31.931398,55.245317),"
"(49.126761,2.697972),"
"(21.0245,105.84117),"
"(39.164632,-119.724999),"
"(37.367319,-118.397148),"
"(35.69439,51.42151),"
"(-21.168761,27.50629),"
"(19.698059,-155.076152),"
"(-8.371934,115.215949),"
"(41.26465,69.21627),"
"(59.911039,30.340232),"
"(29.28592,-94.81164),"
"(-1.39699,-78.42289),"
"(49.446007,11.07977),"
"(39.856714,-89.696334),"
"(50.121609,30.435489),"
"(62.853792,-92.182431),"
"(10.96667,-74.8),"
"(13.085537,103.176229),"
"(64.724809,-153.629618),"
"(4.60971,-74.08175),"
